Date,City,Mean Temp,DAY OF THE WEEK
2018-10-20,ATLANTA GA,62,SATURDAY
2018-10-21,ATLANTA GA,53.5,SUNDAY
2018-10-22,ATLANTA GA,55.5,MONDAY
2018-10-23,ATLANTA GA,60.5,TUESDAY
2018-10-24,ATLANTA GA,60,WEDNESDAY
2018-10-25,ATLANTA GA,53.5,THURSDAY
2018-10-26,ATLANTA GA,50.5,FRIDAY
2018-10-27,ATLANTA GA,54.5,SATURDAY
2018-10-28,ATLANTA GA,59.5,SUNDAY
2018-10-29,ATLANTA GA,60.5,MONDAY
2018-10-30,ATLANTA GA,61,TUESDAY
2018-10-31,ATLANTA GA,64.5,WEDNESDAY
2018-11-01,ATLANTA GA,66,THURSDAY
2018-11-02,ATLANTA GA,52.5,FRIDAY
2018-11-03,ATLANTA GA,53.5,SATURDAY
2018-11-04,ATLANTA GA,54.5,SUNDAY
2018-11-05,ATLANTA GA,60.5,MONDAY
2018-11-06,ATLANTA GA,63.5,TUESDAY
2018-11-07,ATLANTA GA,63,WEDNESDAY
2018-11-08,ATLANTA GA,59.5,THURSDAY
2018-11-09,ATLANTA GA,52,FRIDAY
2018-11-10,ATLANTA GA,42.5,SATURDAY
2018-11-11,ATLANTA GA,47,SUNDAY
2018-11-12,ATLANTA GA,45.5,MONDAY
2018-11-13,ATLANTA GA,47.5,TUESDAY
2018-11-14,ATLANTA GA,47,WEDNESDAY
2018-11-15,ATLANTA GA,39.5,THURSDAY
2018-11-16,ATLANTA GA,44.5,FRIDAY
2018-11-17,ATLANTA GA,51.5,SATURDAY
2018-11-18,ATLANTA GA,54,SUNDAY
2018-11-19,ATLANTA GA,56.5,MONDAY
2018-11-20,ATLANTA GA,48.5,TUESDAY
2018-11-21,ATLANTA GA,45.5,WEDNESDAY
2018-11-22,ATLANTA GA,48.5,THURSDAY
2018-11-23,ATLANTA GA,44,FRIDAY
2018-11-24,ATLANTA GA,44,SATURDAY
2018-11-25,ATLANTA GA,50,SUNDAY
2018-11-26,ATLANTA GA,45,MONDAY
2018-11-27,ATLANTA GA,37.5,TUESDAY
2018-11-28,ATLANTA GA,36.5,WEDNESDAY
2018-11-29,ATLANTA GA,47,THURSDAY
2018-11-30,ATLANTA GA,61,FRIDAY
2018-12-01,ATLANTA GA,57,SATURDAY
2018-12-02,ATLANTA GA,64,SUNDAY
2018-12-03,ATLANTA GA,56,MONDAY
2018-12-04,ATLANTA GA,42.5,TUESDAY
2018-12-05,ATLANTA GA,36.5,WEDNESDAY
2018-12-06,ATLANTA GA,40,THURSDAY
2018-12-07,ATLANTA GA,42,FRIDAY
2018-12-08,ATLANTA GA,42.5,SATURDAY
2018-12-09,ATLANTA GA,37.5,SUNDAY
2018-12-10,ATLANTA GA,41,MONDAY
2018-12-11,ATLANTA GA,43,TUESDAY
2018-12-12,ATLANTA GA,42.5,WEDNESDAY
2018-12-13,ATLANTA GA,46,THURSDAY
2018-12-14,ATLANTA GA,49.5,FRIDAY
2018-12-15,ATLANTA GA,50.5,SATURDAY
2018-12-16,ATLANTA GA,50,SUNDAY
2018-12-17,ATLANTA GA,53.5,MONDAY
2018-12-18,ATLANTA GA,53.5,TUESDAY
2018-12-19,ATLANTA GA,50.5,WEDNESDAY
2018-12-20,ATLANTA GA,49.5,THURSDAY
2018-12-21,ATLANTA GA,46,FRIDAY
2018-12-22,ATLANTA GA,44.5,SATURDAY
2018-12-23,ATLANTA GA,48.5,SUNDAY
2018-12-24,ATLANTA GA,44,MONDAY
2018-12-25,ATLANTA GA,46.5,TUESDAY
2018-12-26,ATLANTA GA,50,WEDNESDAY
2018-12-27,ATLANTA GA,50.5,THURSDAY
2018-12-28,ATLANTA GA,57,FRIDAY
2018-12-29,ATLANTA GA,55.5,SATURDAY
2018-12-30,ATLANTA GA,53,SUNDAY
2018-12-31,ATLANTA GA,63,MONDAY
2016-01-01,DENVER CO,20.5,FRIDAY
2016-01-02,DENVER CO,28.5,SATURDAY
2016-01-03,DENVER CO,30.5,SUNDAY
2016-01-04,DENVER CO,31.5,MONDAY
2016-01-05,DENVER CO,34,TUESDAY
2016-01-06,DENVER CO,32.5,WEDNESDAY
2016-01-07,DENVER CO,31.5,THURSDAY
2016-01-08,DENVER CO,23.5,FRIDAY
2016-01-09,DENVER CO,17,SATURDAY
2016-01-10,DENVER CO,18.5,SUNDAY
2016-01-11,DENVER CO,26,MONDAY
2016-01-12,DENVER CO,32,TUESDAY
2016-01-13,DENVER CO,36.5,WEDNESDAY
2016-01-14,DENVER CO,36,THURSDAY
2016-01-15,DENVER CO,26,FRIDAY
2016-01-16,DENVER CO,24,SATURDAY
2016-01-17,DENVER CO,25,SUNDAY
2016-01-18,DENVER CO,36.5,MONDAY
2016-01-19,DENVER CO,33,TUESDAY
2016-01-20,DENVER CO,37,WEDNESDAY
2016-01-21,DENVER CO,30.5,THURSDAY
2016-01-22,DENVER CO,36.5,FRIDAY
2016-01-23,DENVER CO,44.5,SATURDAY
2016-01-24,DENVER CO,36.5,SUNDAY
2016-01-25,DENVER CO,27.5,MONDAY
2016-01-26,DENVER CO,30,TUESDAY
2016-01-27,DENVER CO,38,WEDNESDAY
2016-01-28,DENVER CO,42.5,THURSDAY
2016-01-29,DENVER CO,45,FRIDAY
2016-01-30,DENVER CO,46.5,SATURDAY
2016-01-31,DENVER CO,28,SUNDAY
2016-02-01,DENVER CO,26,MONDAY
2016-02-02,DENVER CO,15.5,TUESDAY
2016-02-03,DENVER CO,14.5,WEDNESDAY
2016-02-04,DENVER CO,20,THURSDAY
2016-02-05,DENVER CO,24,FRIDAY
2016-02-06,DENVER CO,32.5,SATURDAY
2016-02-07,DENVER CO,28.5,SUNDAY
2016-02-08,DENVER CO,28.5,MONDAY
2016-02-09,DENVER CO,39,TUESDAY
2016-02-10,DENVER CO,50,WEDNESDAY
2016-02-11,DENVER CO,46.5,THURSDAY
2016-02-12,DENVER CO,39.5,FRIDAY
2016-02-13,DENVER CO,45,SATURDAY
2016-02-14,DENVER CO,39.5,SUNDAY
2016-02-15,DENVER CO,42,MONDAY
2016-02-16,DENVER CO,43.5,TUESDAY
2016-02-17,DENVER CO,48,WEDNESDAY
2016-02-18,DENVER CO,56,THURSDAY
2016-02-19,DENVER CO,48.5,FRIDAY
2016-02-20,DENVER CO,44.5,SATURDAY
2016-02-21,DENVER CO,34.5,SUNDAY
2016-02-22,DENVER CO,39.5,MONDAY
2016-02-23,DENVER CO,35,TUESDAY
2016-02-24,DENVER CO,36,WEDNESDAY
2016-02-25,DENVER CO,32.5,THURSDAY
2016-02-26,DENVER CO,44.5,FRIDAY
2016-02-27,DENVER CO,51,SATURDAY
2016-02-28,DENVER CO,48,SUNDAY
2016-02-29,DENVER CO,45,MONDAY
2016-03-01,DENVER CO,42.5,TUESDAY
2016-03-02,DENVER CO,45.5,WEDNESDAY
2016-03-03,DENVER CO,43,THURSDAY
2016-03-04,DENVER CO,45.5,FRIDAY
2016-03-05,DENVER CO,51.5,SATURDAY
2016-03-06,DENVER CO,52.5,SUNDAY
2016-03-07,DENVER CO,42,MONDAY
2016-03-08,DENVER CO,38.5,TUESDAY
2016-03-09,DENVER CO,39.5,WEDNESDAY
2016-03-10,DENVER CO,46,THURSDAY
2016-03-11,DENVER CO,55,FRIDAY
2016-03-12,DENVER CO,50.5,SATURDAY
2016-03-13,DENVER CO,50.5,SUNDAY
2016-03-14,DENVER CO,50.5,MONDAY
2016-03-15,DENVER CO,39.5,TUESDAY
2016-03-16,DENVER CO,39.5,WEDNESDAY
2016-03-17,DENVER CO,30,THURSDAY
2016-03-18,DENVER CO,25.5,FRIDAY
2016-03-19,DENVER CO,28.5,SATURDAY
2016-03-20,DENVER CO,38.5,SUNDAY
2016-03-21,DENVER CO,57,MONDAY
2016-03-22,DENVER CO,56,TUESDAY
2016-03-23,DENVER CO,27.5,WEDNESDAY
2016-03-24,DENVER CO,25,THURSDAY
2016-03-25,DENVER CO,35,FRIDAY
2016-03-26,DENVER CO,28.5,SATURDAY
2016-03-27,DENVER CO,36.5,SUNDAY
2016-03-28,DENVER CO,47,MONDAY
2016-03-29,DENVER CO,48.5,TUESDAY
2016-03-30,DENVER CO,38,WEDNESDAY
2016-03-31,DENVER CO,36,THURSDAY
2016-04-01,DENVER CO,38,FRIDAY
2016-04-02,DENVER CO,47.5,SATURDAY
2016-04-03,DENVER CO,51.5,SUNDAY
2016-04-04,DENVER CO,55,MONDAY
2016-04-05,DENVER CO,52.5,TUESDAY
2016-04-06,DENVER CO,50.5,WEDNESDAY
2016-04-07,DENVER CO,50.5,THURSDAY
2016-04-08,DENVER CO,50,FRIDAY
2016-04-09,DENVER CO,55.5,SATURDAY
2016-04-10,DENVER CO,53,SUNDAY
2016-04-11,DENVER CO,49,MONDAY
2016-04-12,DENVER CO,53.5,TUESDAY
2016-04-13,DENVER CO,56.5,WEDNESDAY
2016-04-14,DENVER CO,62,THURSDAY
2016-04-15,DENVER CO,44,FRIDAY
2016-04-16,DENVER CO,32.5,SATURDAY
2016-04-17,DENVER CO,33,SUNDAY
2016-04-18,DENVER CO,34,MONDAY
2016-04-19,DENVER CO,37.5,TUESDAY
2016-04-20,DENVER CO,43.5,WEDNESDAY
2016-04-21,DENVER CO,50.5,THURSDAY
2016-04-22,DENVER CO,58,FRIDAY
2016-04-23,DENVER CO,63,SATURDAY
2016-04-24,DENVER CO,53,SUNDAY
2016-04-25,DENVER CO,55,MONDAY
2016-04-26,DENVER CO,43,TUESDAY
2016-04-27,DENVER CO,40.5,WEDNESDAY
2016-04-28,DENVER CO,37.5,THURSDAY
2016-04-29,DENVER CO,33.5,FRIDAY
2016-04-30,DENVER CO,33,SATURDAY
2016-05-01,DENVER CO,37,SUNDAY
2016-05-02,DENVER CO,43.5,MONDAY
2016-05-03,DENVER CO,53,TUESDAY
2016-05-04,DENVER CO,59,WEDNESDAY
2016-05-05,DENVER CO,61.5,THURSDAY
2016-05-06,DENVER CO,65,FRIDAY
2016-05-07,DENVER CO,45,SATURDAY
2016-05-08,DENVER CO,48.5,SUNDAY
2016-05-09,DENVER CO,54,MONDAY
2016-05-10,DENVER CO,54,TUESDAY
2016-05-11,DENVER CO,49.5,WEDNESDAY
2016-05-12,DENVER CO,54,THURSDAY
2016-05-13,DENVER CO,58.5,FRIDAY
2016-05-14,DENVER CO,47.5,SATURDAY
2016-05-15,DENVER CO,50,SUNDAY
2016-05-16,DENVER CO,43.5,MONDAY
2016-05-17,DENVER CO,43.5,TUESDAY
2016-05-18,DENVER CO,52,WEDNESDAY
2016-05-19,DENVER CO,58,THURSDAY
2016-05-20,DENVER CO,64,FRIDAY
2016-05-21,DENVER CO,68,SATURDAY
2016-05-22,DENVER CO,62,SUNDAY
2016-05-23,DENVER CO,55,MONDAY
2016-05-24,DENVER CO,58,TUESDAY
2016-05-25,DENVER CO,59,WEDNESDAY
2016-05-26,DENVER CO,55.5,THURSDAY
2016-05-27,DENVER CO,51.5,FRIDAY
2016-05-28,DENVER CO,57.5,SATURDAY
2016-05-29,DENVER CO,60,SUNDAY
2016-05-30,DENVER CO,62,MONDAY
2016-05-31,DENVER CO,56.5,TUESDAY
2016-06-01,DENVER CO,62,WEDNESDAY
2016-06-02,DENVER CO,64,THURSDAY
2016-06-03,DENVER CO,68,FRIDAY
2016-06-04,DENVER CO,66,SATURDAY
2016-06-05,DENVER CO,66,SUNDAY
2016-06-06,DENVER CO,69.5,MONDAY
2016-06-07,DENVER CO,65.5,TUESDAY
2016-06-08,DENVER CO,68,WEDNESDAY
2016-06-09,DENVER CO,72.5,THURSDAY
2016-06-10,DENVER CO,73.5,FRIDAY
2016-06-11,DENVER CO,72.5,SATURDAY
2016-06-12,DENVER CO,72,SUNDAY
2016-06-13,DENVER CO,65.5,MONDAY
2016-06-14,DENVER CO,66.5,TUESDAY
2016-06-15,DENVER CO,70.5,WEDNESDAY
2016-06-16,DENVER CO,72,THURSDAY
2016-06-17,DENVER CO,71,FRIDAY
2016-06-18,DENVER CO,74.5,SATURDAY
2016-06-19,DENVER CO,81,SUNDAY
2016-06-20,DENVER CO,67,MONDAY
2016-06-21,DENVER CO,77,TUESDAY
2016-06-22,DENVER CO,71.5,WEDNESDAY
2016-06-23,DENVER CO,74.5,THURSDAY
2016-06-24,DENVER CO,75,FRIDAY
2016-06-25,DENVER CO,71,SATURDAY
2016-06-26,DENVER CO,72.5,SUNDAY
2016-06-27,DENVER CO,77,MONDAY
2016-06-28,DENVER CO,75,TUESDAY
2016-06-29,DENVER CO,74,WEDNESDAY
2016-06-30,DENVER CO,69.5,THURSDAY
2016-07-01,DENVER CO,69,FRIDAY
2016-07-02,DENVER CO,69,SATURDAY
2016-07-03,DENVER CO,74,SUNDAY
2016-07-04,DENVER CO,77.5,MONDAY
2016-07-05,DENVER CO,76,TUESDAY
2016-07-06,DENVER CO,75.5,WEDNESDAY
2016-07-07,DENVER CO,73.5,THURSDAY
2016-07-08,DENVER CO,76,FRIDAY
2016-07-09,DENVER CO,79,SATURDAY
2016-07-10,DENVER CO,83.5,SUNDAY
2016-07-11,DENVER CO,73.5,MONDAY
2016-07-12,DENVER CO,71,TUESDAY
2016-07-13,DENVER CO,72,WEDNESDAY
2016-07-14,DENVER CO,71.5,THURSDAY
2016-07-15,DENVER CO,73.5,FRIDAY
2016-07-16,DENVER CO,77.5,SATURDAY
2016-07-17,DENVER CO,75.5,SUNDAY
2016-07-18,DENVER CO,76.5,MONDAY
2016-07-19,DENVER CO,80,TUESDAY
2016-07-20,DENVER CO,78,WEDNESDAY
2016-07-21,DENVER CO,79.5,THURSDAY
2016-07-22,DENVER CO,83,FRIDAY
2016-07-23,DENVER CO,83,SATURDAY
2016-07-24,DENVER CO,78.5,SUNDAY
2016-07-25,DENVER CO,78,MONDAY
2016-07-26,DENVER CO,78,TUESDAY
2016-07-27,DENVER CO,76.5,WEDNESDAY
2016-07-28,DENVER CO,72,THURSDAY
2016-07-29,DENVER CO,74.5,FRIDAY
2016-07-30,DENVER CO,79,SATURDAY
2016-07-31,DENVER CO,79.5,SUNDAY
2016-08-01,DENVER CO,77.5,MONDAY
2016-08-02,DENVER CO,78.5,TUESDAY
2016-08-03,DENVER CO,78,WEDNESDAY
2016-08-04,DENVER CO,69,THURSDAY
2016-08-05,DENVER CO,68.5,FRIDAY
2016-08-06,DENVER CO,72,SATURDAY
2016-08-07,DENVER CO,74,SUNDAY
2016-08-08,DENVER CO,77.5,MONDAY
2016-08-09,DENVER CO,79.5,TUESDAY
2016-08-10,DENVER CO,77,WEDNESDAY
2016-08-11,DENVER CO,74.5,THURSDAY
2016-08-12,DENVER CO,67.5,FRIDAY
2016-08-13,DENVER CO,71,SATURDAY
2016-08-14,DENVER CO,73.5,SUNDAY
2016-08-15,DENVER CO,76,MONDAY
2016-08-16,DENVER CO,71.5,TUESDAY
2016-08-17,DENVER CO,73.5,WEDNESDAY
2016-08-18,DENVER CO,74.5,THURSDAY
2016-08-19,DENVER CO,65.5,FRIDAY
2016-08-20,DENVER CO,61.5,SATURDAY
2016-08-21,DENVER CO,71,SUNDAY
2016-08-22,DENVER CO,75.5,MONDAY
2016-08-23,DENVER CO,74,TUESDAY
2016-08-24,DENVER CO,58.5,WEDNESDAY
2016-08-25,DENVER CO,59,THURSDAY
2016-08-26,DENVER CO,65,FRIDAY
2016-08-27,DENVER CO,66.5,SATURDAY
2016-08-28,DENVER CO,73,SUNDAY
2016-08-29,DENVER CO,70.5,MONDAY
2016-08-30,DENVER CO,68.5,TUESDAY
2016-08-31,DENVER CO,66.5,WEDNESDAY
2016-09-01,DENVER CO,70.5,THURSDAY
2016-09-02,DENVER CO,73,FRIDAY
2016-09-03,DENVER CO,74,SATURDAY
2016-09-04,DENVER CO,70.5,SUNDAY
2016-09-05,DENVER CO,71.5,MONDAY
